laser wavelength:1530nm,set power:1.0dBm,grid dimension:31
right,3652.5999899999997,4601.014220999999,-24.9394226
right,3652.6022169999997,4601.514235,-24.6635933
right,3652.601769,4602.013417,-24.4258232
right,3652.600275,4602.514396,-24.2197304
right,3652.600489,4603.013105999999,-23.9981194
right,3652.6001619999997,4603.513725,-23.8741608
right,3652.6011059999996,4604.014655,-23.7803154
right,3652.601036,4604.513263,-23.7208786
right,3652.5998959999997,4605.013443,-23.6918335
right,3652.599987,4605.5137859999995,-23.698658
right,3652.598786,4606.0132619999995,-23.7091026
right,3652.6001029999998,4606.514294,-23.8093834
right,3652.599503,4607.0138369999995,-23.944519
right,3652.5998529999997,4607.512741,-24.1013184
right,3652.598168,4608.014684,-24.3034134
right,3652.5999789999996,4608.513951,-24.5378151
right,3652.5989839999997,4609.015009,-24.8195152
right,3652.601752,4609.511450999999,-25.1631012
right,3652.599138,4610.01312,-25.5462494
right,3652.598892,4610.514153,-25.9789619
right,3652.599221,4611.014454,-26.4639778
right,3652.5984679999997,4611.5166739999995,-27.0024986
right,3652.601214,4612.015751999999,-27.6074219
right,3653.1018,4597.014665,-30.0400429
right,3653.100454,4597.515203,-29.4129639
right,3653.1012149999997,4598.015058,-28.8436317
right,3653.099631,4598.515649999999,-28.318119
right,3653.100279,4599.013266,-27.8347435
right,3653.1004559999997,4599.525884,-27.4010124
right,3653.0986909999997,4600.0142319999995,-27.0331955
right,3653.0993829999998,4600.513255,-26.6712952
right,3653.099774,4601.0139819999995,-26.354248
right,3653.099522,4601.51344,-26.0639877
right,3653.098979,4602.015171999999,-25.8203239
right,3653.0985379999997,4602.5151049999995,-25.6102219
right,3653.099624,4603.012664,-25.4433289
right,3653.100893,4603.513369,-25.3004494
right,3653.098471,4604.014588,-25.1986542
right,3653.100904,4604.515664,-25.122654
right,3653.101808,4605.013567,-25.0839424
right,3653.099238,4605.513085,-25.0824623
right,3653.100768,4606.013808,-25.1305923
right,3653.098516,4606.514219,-25.2074699
right,3653.09903,4607.0139659999995,-25.3237
right,3653.0982999999997,4607.51628,-25.4726486
right,3653.0996999999998,4608.014271,-25.6557693
right,3653.1015319999997,4608.512761,-25.8937302
right,3653.100641,4609.016369,-26.1799583
right,3653.0981659999998,4609.513206,-26.5343971
right,3653.0997629999997,4610.012471999999,-26.9120369
right,3653.100713,4610.514278,-27.3489265
right,3653.099938,4611.013084,-27.8350258
right,3653.1009559999998,4611.515674,-28.3766441
right,3653.101703,4612.012806,-28.9890442
