laser wavelength:1510nm,set power:1.0dBm,grid dimension:31
left,337.279797,-4474.985895,-16.8567123
left,337.281052,-4474.485419,-16.6652031
left,337.27966599999996,-4473.986406999999,-16.5057755
left,337.279141,-4473.4842419999995,-16.3736191
left,337.279361,-4472.985409,-16.2592888
left,337.280597,-4472.486430999999,-16.1697922
left,337.280863,-4471.985799,-16.1127853
left,337.28243799999996,-4471.486163,-16.0418816
left,337.281501,-4470.985571,-16.0475807
left,337.28018399999996,-4470.485759,-16.0828362
left,337.279252,-4469.98662,-16.1444702
left,337.281845,-4469.485717,-16.2306175
left,337.281562,-4468.987286,-16.3729019
left,337.28153299999997,-4468.483627,-16.5369797
left,337.27992,-4467.983928,-16.6756554
left,337.280561,-4467.485576,-16.9398117
left,337.281551,-4466.9857329999995,-17.2243462
left,337.281248,-4466.484636,-17.5702667
left,337.279815,-4465.985960999999,-17.9573479
left,337.27977899999996,-4465.48298,-18.3955193
left,337.279316,-4464.9860229999995,-18.8109856
left,337.281208,-4464.483854,-19.3605423
left,337.282378,-4463.985385,-19.9717941
left,337.280917,-4463.487278,-20.6334877
left,337.281165,-4462.985032,-21.3430405
left,337.780963,-4477.98492,-19.3761024
left,337.78178299999996,-4477.485516,-18.9866638
left,337.781664,-4476.984844,-18.6356544
left,337.780107,-4476.484767999999,-18.2978172
left,337.781562,-4475.985592,-18.0201492
left,337.780652,-4475.485015,-17.7506027
left,337.77977699999997,-4474.986424,-17.5424805
left,337.78076799999997,-4474.485707,-17.3341713
left,337.780607,-4473.985224,-17.178669
left,337.779837,-4473.485634,-17.0318604
left,337.782634,-4472.983827,-16.9116669
left,337.78027099999997,-4472.4842659999995,-16.8195496
left,337.781257,-4471.983407,-16.7556992
left,337.781001,-4471.487287,-16.7120247
left,337.779819,-4470.985882,-16.7225494
left,337.781816,-4470.486621999999,-16.7448578
left,337.781236,-4469.985005,-16.7934418
left,337.779738,-4469.484528,-16.8941994
left,337.781281,-4468.985469,-17.0075455
left,337.781078,-4468.4863399999995,-17.1616135
left,337.780921,-4467.984648,-17.3701019
left,337.77962299999996,-4467.486478,-17.6206512
left,337.77786599999996,-4466.985384,-17.9124756
left,337.781503,-4466.484495,-18.2413177
left,337.77902,-4465.984143,-18.6252365
left,337.782057,-4465.484655,-19.0424271
left,337.780751,-4464.984827,-19.5289536
left,337.78139699999997,-4464.485186,-20.0659866
left,337.780157,-4463.9865629999995,-20.6526184
left,337.781549,-4463.486842,-21.2815514
left,337.7792,-4462.984493,-21.9648247
left,338.281705,-4477.986455,-20.1577187
left,338.279602,-4477.483432999999,-19.7486534
left,338.27937099999997,-4476.987381,-19.3800774
left,338.28040799999997,-4476.483807,-19.0598793
left,338.27936,-4475.988623,-18.7576447
left,338.282754,-4475.484724999999,-18.492836
left,338.28038599999996,-4474.986142,-18.2962112
left,338.28195,-4474.486609,-18.0918121
left,338.28094999999996,-4473.986215,-17.9116669
left,338.283254,-4473.484633,-17.7614441
left,338.281097,-4472.985954,-17.6273384
left,338.28110499999997,-4472.485309,-17.5344887
left,338.28074899999996,-4471.987328,-17.4654732
left,338.280713,-4471.486508,-17.4614143
left,338.27918,-4470.986304999999,-17.4523888
left,338.28200799999996,-4470.485584,-17.4700165
left,338.280999,-4469.985364,-17.5169182
left,338.279807,-4469.483464,-17.5981522
left,338.280111,-4468.986500999999,-17.7225342
left,338.280446,-4468.482539,-17.8712349
left,338.279561,-4467.986408,-18.1109467
left,338.28083399999997,-4467.484393,-18.3445053
left,338.28016399999996,-4466.984695,-18.6263885
left,338.279771,-4466.484976,-18.9433365
left,338.279535,-4465.985591,-19.3131638
left,338.28038399999997,-4465.485219,-19.733532
left,338.279761,-4464.985665,-20.2590141
left,338.278711,-4464.485817,-20.7736282
left,338.281889,-4463.986867,-21.3408546
left,338.281478,-4463.484958999999,-21.9623756
left,338.280466,-4462.9840269999995,-22.6463966
left,338.781411,-4477.98644,-21.0211029
left,338.78079099999997,-4477.4847199999995,-20.5932236
left,338.780446,-4476.985188,-20.2219543
left,338.781187,-4476.483243,-19.8841057
left,338.777986,-4475.987376,-19.5768089
left,338.779727,-4475.487623,-19.3544006
left,338.781752,-4474.987532,-19.106205
left,338.780239,-4474.4853809999995,-18.8985138
left,338.779861,-4473.9858699999995,-18.715744
left,338.780846,-4473.486542,-18.5709763
left,338.778952,-4472.984144,-18.4387817
left,338.780041,-4472.486033,-18.3438187
left,338.78132899999997,-4471.9865819999995,-18.2815208
left,338.781099,-4471.485393999999,-18.2626839
left,338.78117399999996,-4470.9845239999995,-18.2452965
left,338.78083399999997,-4470.485608,-18.2580948
left,338.78052099999996,-4469.9844219999995,-18.3083344
left,338.78038399999997,-4469.48444,-18.3933105
left,338.780062,-4468.984459,-18.5190239
left,338.78101599999997,-4468.484974999999,-18.6955986
left,338.779923,-4467.9853109999995,-18.8838921
left,338.77966599999996,-4467.485149,-19.1276627
left,338.779942,-4466.985758,-19.4046516
left,338.780735,-4466.484598999999,-19.7324219
left,338.78207699999996,-4465.985941,-20.1235161
left,338.78234799999996,-4465.485503,-20.5469437
left,338.780032,-4464.985885,-21.0358925
left,338.781335,-4464.484585,-21.5515938
left,338.781506,-4463.984786,-22.1283035
left,338.78048,-4463.485884,-22.7663307
left,338.779785,-4462.984563999999,-23.4671364
left,339.28119799999996,-4477.988331,-21.9537354
left,339.279815,-4477.4832209999995,-21.5208397
left,339.27994,-4476.98614,-21.1571198
left,339.280123,-4476.485872,-20.8278847
left,339.28119599999997,-4475.984426999999,-20.5297012
left,339.27942099999996,-4475.485933,-20.2525826
left,339.27979,-4474.986636,-20.0330086
left,339.279476,-4474.486903999999,-19.818676
left,339.28128899999996,-4473.986607,-19.6379509
left,339.27975,-4473.4875059999995,-19.5021019
left,339.281055,-4472.98506,-19.3733215
left,339.278596,-4472.485605,-19.2980423
left,339.27964199999997,-4471.984944,-19.2460785
left,339.281858,-4471.486938999999,-19.1687851
left,339.279683,-4470.984851,-19.1599503
left,339.280359,-4470.484645,-19.1937599
left,339.280999,-4469.98523,-19.2596855
left,339.281609,-4469.486575,-19.3585052
left,339.28216599999996,-4468.984374,-19.497345
left,339.28096999999997,-4468.485834,-19.6667976
left,339.27930399999997,-4467.985637,-19.8253632
left,339.279519,-4467.485412,-20.0649185
left,339.278577,-4466.983928,-20.3638916
left,339.279163,-4466.487477,-20.7120094
left,339.28180599999996,-4465.98423,-21.110714
left,339.281213,-4465.484502,-21.5727844
left,339.277746,-4464.986156,-21.9717026
left,339.278015,-4464.484947999999,-22.5087433
left,339.282357,-4463.985729,-23.0994301
left,339.280843,-4463.484175,-23.7664337
left,339.28029699999996,-4462.984933,-24.4892426
left,339.780637,-4477.986558,-22.9422569
left,339.779402,-4477.486272,-22.5326157
left,339.780686,-4476.986013,-22.1797905
left,339.779468,-4476.485697,-21.8577347
left,339.782409,-4475.985874999999,-21.5643196
left,339.780898,-4475.4848919999995,-21.2787857
left,339.780472,-4474.986406999999,-21.0520096
left,339.782471,-4474.484688,-20.8567734
left,339.779378,-4473.987819,-20.6833763
left,339.780821,-4473.485073,-20.5516891
left,339.78043199999996,-4472.986873,-20.4392815
left,339.78056699999996,-4472.486884999999,-20.3631363
left,339.781345,-4471.987351,-20.3271523
left,339.781508,-4471.486852,-20.2188492
left,339.77918,-4470.9865119999995,-20.228405
left,339.779408,-4470.485645,-20.2649651
left,339.780827,-4469.9845829999995,-20.3486328
left,339.781888,-4469.4847899999995,-20.4580307
left,339.78094999999996,-4468.9859989999995,-20.6138763
left,339.779792,-4468.4854749999995,-20.6782265
left,339.779561,-4467.984954,-20.917305
left,339.78209999999996,-4467.485189999999,-21.1881485
left,339.780393,-4466.985952,-21.5122299
left,339.780042,-4466.483677,-21.8835373
left,339.780492,-4465.985111,-22.3111877
left,339.779009,-4465.486717,-22.7838554
left,339.781388,-4464.984958,-23.1337357
left,339.78106099999997,-4464.485196,-23.7111549
left,339.779458,-4463.984824,-24.3256531
left,339.780062,-4463.486293999999,-25.0131531
left,339.78198199999997,-4462.986414999999,-25.7541008
left,340.280686,-4477.986924,-24.1405716
left,340.28214199999996,-4477.485643999999,-23.7294006
left,340.28153599999996,-4476.984046,-23.3730087
left,340.280962,-4476.483936,-23.0431824
left,340.27921599999996,-4475.986475,-22.7613335
left,340.28254899999996,-4475.4852789999995,-22.4946136
left,340.280057,-4474.986445,-22.232296
left,340.282814,-4474.48754,-22.0480614
left,340.27948399999997,-4473.984555,-21.8698082
left,340.281233,-4473.487047,-21.7481728
left,340.280128,-4472.984882,-21.6447067
left,340.28108599999996,-4472.485097,-21.5651321
left,340.28135399999996,-4471.985285,-21.5286942
left,340.281293,-4471.487459999999,-21.4117393
left,340.281388,-4470.98575,-21.4413643
left,340.28099299999997,-4470.4864179999995,-21.4875259
left,340.279675,-4469.984547,-21.5671616
left,340.27997899999997,-4469.487249,-21.6968193
left,340.2795,-4468.985385,-21.8521423
left,340.282111,-4468.484246999999,-22.0565376
left,340.27822,-4467.986425,-22.1574516
left,340.283062,-4467.487211,-22.4391365
left,340.28178499999996,-4466.986217,-22.776226
left,340.28002,-4466.484988,-23.1451073
left,340.28063399999996,-4465.98576,-23.5731583
left,340.28092699999996,-4465.486368,-24.0437889
left,340.279827,-4464.986742,-24.3969879
left,340.28093,-4464.486717,-24.9844742
left,340.280763,-4463.987271999999,-25.6249657
left,340.277644,-4463.484864999999,-26.3194313
left,340.279633,-4462.985595,-27.0580215
left,340.781324,-4477.9866759999995,-25.5088463
left,340.78193799999997,-4477.484641,-25.1032066
left,340.78090399999996,-4476.98506,-24.7411919
left,340.779245,-4476.485506,-24.4127769
left,340.781652,-4475.984775,-24.1127625
left,340.780376,-4475.485508,-23.7753716
left,340.78094,-4474.98378,-23.5709724
left,340.781026,-4474.4876269999995,-23.3596649
left,340.78163,-4473.984756,-23.2011795
left,340.781863,-4473.48632,-23.0644531
left,340.779433,-4472.982704999999,-22.9478989
left,340.779745,-4472.485192,-22.8679581
left,340.78090599999996,-4471.985619,-22.8285408
left,340.779408,-4471.484961,-22.7374039
left,340.781408,-4470.984485,-22.7607841
left,340.78023099999996,-4470.486972,-22.8217239
left,340.77935199999996,-4469.985694,-22.8928452
left,340.77970799999997,-4469.484625,-23.003994
left,340.78045599999996,-4468.98305,-23.1528091
left,340.77959,-4468.485462,-23.2743073
left,340.782153,-4467.984437,-23.5155525
left,340.781297,-4467.486064,-23.8014374
left,340.780796,-4466.9850369999995,-24.1234512
left,340.779547,-4466.482612,-24.4832535
left,340.779003,-4465.985297,-24.907711
left,340.778796,-4465.48539,-25.358223
left,340.780257,-4464.98666,-25.7925758
left,340.78104099999996,-4464.485173,-26.370285
left,340.779834,-4463.987177,-26.988369
left,340.77991,-4463.486162,-27.663868
left,340.778276,-4462.984467,-28.3886833
left,341.281722,-4477.986785,-26.9676285
left,341.279717,-4477.4847629999995,-26.5481644
left,341.281697,-4476.984183,-26.1709709
left,341.281382,-4476.485304,-25.8250275
left,341.279368,-4475.987359,-25.51408
left,341.280082,-4475.485696,-25.2282524
left,341.278599,-4474.98707,-24.9609604
left,341.280914,-4474.485494,-24.7542992
left,341.28099599999996,-4473.985529,-24.5744667
left,341.28072599999996,-4473.483593999999,-24.4270477
left,341.280818,-4472.9866059999995,-24.2941628
left,341.281113,-4472.484926,-24.2016258
left,341.280265,-4471.983042,-24.1292076
left,341.281707,-4471.4882179999995,-24.103199
left,341.281471,-4470.982914,-24.1092682
left,341.281458,-4470.4851309999995,-24.1505203
left,341.27926099999996,-4469.986134,-24.2156258
left,341.280899,-4469.485903,-24.3142014
left,341.280218,-4468.985219,-24.4562225
left,341.278783,-4468.48565,-24.6223221
left,341.280439,-4467.986378,-24.8562012
left,341.280697,-4467.485796,-25.1170006
left,341.27973,-4466.9866409999995,-25.4211998
left,341.278704,-4466.4847389999995,-25.7746544
left,341.278325,-4465.9854239999995,-26.1780548
left,341.28029499999997,-4465.483575,-26.6259842
left,341.280224,-4464.984859,-27.1394539
left,341.280269,-4464.484432,-27.6886559
left,341.28178399999996,-4463.984084,-28.2966423
left,341.281388,-4463.485207,-28.9415627
left,341.281124,-4462.984836,-29.6533356
left,341.781163,-4477.986516,-28.5395012
left,341.782214,-4477.4854829999995,-28.1028328
left,341.77901499999996,-4476.984193,-27.6884422
left,341.781387,-4476.48671,-27.3141861
left,341.779041,-4475.987567,-26.9923859
left,341.780513,-4475.485404,-26.7073593
left,341.77926099999996,-4474.986258,-26.4397697
left,341.781746,-4474.486694,-26.2083244
left,341.78340599999996,-4473.985447999999,-26.0026817
left,341.778688,-4473.48601,-25.8300362
left,341.780944,-4472.984758,-25.6938782
left,341.778823,-4472.484684,-25.5849991
left,341.781974,-4471.987104,-25.5099754
left,341.781481,-4471.486075,-25.4845047
left,341.780053,-4470.984088,-25.464241
left,341.78002,-4470.485582,-25.488945
left,341.780621,-4469.9865,-25.5558472
left,341.781412,-4469.484195,-25.6477203
left,341.781426,-4468.985199,-25.7792053
left,341.78394199999997,-4468.484528,-25.9902992
left,341.77831199999997,-4467.984346,-26.1982536
left,341.78079199999996,-4467.487105,-26.4440575
left,341.78115099999997,-4466.985613,-26.7360268
left,341.781619,-4466.484125,-27.0783157
left,341.781026,-4465.9840699999995,-27.4659042
left,341.78085799999997,-4465.4852,-27.9055862
left,341.77731,-4464.986628,-28.4599571
left,341.780382,-4464.483759,-28.9886513
left,341.78128,-4463.986378,-29.5726738
left,341.78013899999996,-4463.487629,-30.2192993
left,341.780444,-4462.983499999999,-30.9267807
left,342.281186,-4477.985334999999,-30.1761475
left,342.283521,-4477.486596,-29.7073898
left,342.279729,-4476.9851309999995,-29.2755928
left,342.279459,-4476.487046,-28.8827629
left,342.281226,-4475.986495,-28.5297852
left,342.28004899999996,-4475.484587999999,-28.2237892
left,342.27896899999996,-4474.985551,-27.9844208
left,342.279669,-4474.484778,-27.7261581
left,342.280599,-4473.985178,-27.5148125
left,342.280533,-4473.484507,-27.3354416
left,342.279341,-4472.9851739999995,-27.1898613
left,342.281597,-4472.4857489999995,-27.0798569
left,342.282512,-4471.98531,-26.9938087
left,342.28109,-4471.486451,-26.9397278
left,342.28099199999997,-4470.98539,-26.9185791
left,342.28175,-4470.483685,-26.9309044
left,342.279841,-4469.987801,-26.9942131
left,342.283053,-4469.484716,-27.0832558
left,342.280063,-4468.984753,-27.2201424
left,342.28076899999996,-4468.487101,-27.391716
left,342.28110799999996,-4467.984361,-27.5759201
left,342.27980099999996,-4467.484442,-27.834507
left,342.279252,-4466.98485,-28.1260223
left,342.280125,-4466.484563,-28.4767761
left,342.280571,-4465.9861089999995,-28.8786087
left,342.280571,-4465.48435,-29.3259354
left,342.27908199999996,-4464.985611,-29.812973
left,342.279002,-4464.485477,-30.345047
left,342.28044,-4463.986255,-30.9370193
left,342.28024899999997,-4463.483735,-31.5990219
left,342.28182999999996,-4462.98563,-32.3174515
right,3638.113368,4597.020585,-26.4932632
right,3638.1137639999997,4597.524257,-25.9100151
right,3638.114626,4598.021758,-25.3989029
right,3638.1133489999997,4598.5220309999995,-24.9338722
right,3638.1150119999998,4599.023423,-24.5230522
right,3638.1144339999996,4599.524504,-24.1572418
right,3638.113148,4600.0219369999995,-23.8309402
right,3638.114412,4600.52242,-23.5537758
right,3638.115155,4601.024278,-23.3224335
right,3638.113434,4601.523764,-23.1219025
right,3638.112014,4602.021667999999,-22.9581261
right,3638.113856,4602.521699,-22.8302803
right,3638.115104,4603.023168,-22.6942863
right,3638.114349,4603.522575,-22.6299858
right,3638.112202,4604.022424,-22.5972443
right,3638.113512,4604.523225,-22.5965042
right,3638.1133839999998,4605.0229819999995,-22.6212234
right,3638.1154619999998,4605.522234,-22.6753616
right,3638.114925,4606.024444,-22.75634
right,3638.1147849999998,4606.522239,-22.848671
right,3638.115093,4607.023706999999,-22.9968109
right,3638.115452,4607.523773,-23.1726379
right,3638.113751,4608.022831,-23.3905296
right,3638.113461,4608.523868,-23.6596413
right,3638.114773,4609.025169,-23.9497566
right,3638.114176,4609.5224069999995,-24.2598763
right,3638.1143439999996,4610.024738,-24.6374397
right,3638.112882,4610.522499,-25.0699883
right,3638.1160099999997,4611.0239679999995,-25.5395164
right,3638.112977,4611.522782,-26.042881
right,3638.1140539999997,4612.023391,-26.5918961
right,3638.6134359999996,4597.021532,-25.4134369
right,3638.615378,4597.522371,-24.8305397
right,3638.6153369999997,4598.020425,-24.3422813
right,3638.616982,4598.523558,-23.904213
right,3638.6164099999996,4599.021906999999,-23.5199852
right,3638.613632,4599.522411,-23.1550827
right,3638.613301,4600.02344,-22.853405
right,3638.613552,4600.5239249999995,-22.5980034
right,3638.6127309999997,4601.021393999999,-22.373745
right,3638.612409,4601.524649999999,-22.1890945
right,3638.6134509999997,4602.023558,-22.0340652
right,3638.61352,4602.523552,-21.9145966
right,3638.6136109999998,4603.022752,-21.7583694
right,3638.6149299999997,4603.5236939999995,-21.7084541
right,3638.6134319999996,4604.024358,-21.669384
right,3638.613586,4604.52204,-21.6630974
right,3638.613942,4605.023792,-21.6939201
right,3638.614905,4605.524503,-21.7491455
right,3638.613951,4606.022792,-21.795475
right,3638.61507,4606.52367,-21.9177742
right,3638.6151259999997,4607.021858,-22.0712471
right,3638.6147929999997,4607.523364,-22.2550316
right,3638.613793,4608.022645999999,-22.4784431
right,3638.613914,4608.523775,-22.7370224
right,3638.613582,4609.022601,-22.9899445
right,3638.614976,4609.524499,-23.316433
right,3638.6136149999998,4610.022558,-23.6936684
right,3638.614213,4610.524026,-24.1083946
right,3638.6121439999997,4611.02426,-24.5503616
right,3638.6128439999998,4611.522558,-25.0342827
right,3638.615252,4612.023929,-25.5616302
right,3639.1134399999996,4597.02178,-24.5033836
right,3639.113779,4597.523285,-23.9352455
right,3639.1146019999996,4598.023032,-23.4487572
right,3639.1135289999997,4598.522035999999,-23.0201035
right,3639.114377,4599.021645,-22.6352692
right,3639.114266,4599.535651,-22.2886124
right,3639.1154229999997,4600.0221679999995,-21.9699173
right,3639.1142259999997,4600.52296,-21.7058411
right,3639.115941,4601.021847,-21.4827805
right,3639.11607,4601.524291,-21.2848053
right,3639.114517,4602.02243,-21.1223412
right,3639.114767,4602.522997,-20.9824371
right,3639.114149,4603.022546,-20.8619499
right,3639.114372,4603.522715,-20.7946777
right,3639.1140189999996,4604.023661,-20.7512436
right,3639.11658,4604.522645999999,-20.7439995
right,3639.11285,4605.023173,-20.7605019
right,3639.116561,4605.523338,-20.8084793
right,3639.11391,4606.020581,-20.8726883
right,3639.114372,4606.522206,-20.9932632
right,3639.115669,4607.0227669999995,-21.1441612
right,3639.1132829999997,4607.523995,-21.3208885
right,3639.1130209999997,4608.024038,-21.5284119
right,3639.1134199999997,4608.5254319999995,-21.7694702
right,3639.114303,4609.0245589999995,-22.0399704
right,3639.114575,4609.523292,-22.3555412
right,3639.1141049999997,4610.023619,-22.7003975
right,3639.116792,4610.521337,-23.0771065
right,3639.1111659999997,4611.024279,-23.5007439
right,3639.115174,4611.523295,-23.9558525
right,3639.115225,4612.022053,-24.5014915
right,3639.614949,4597.020313999999,-23.6999626
right,3639.6128609999996,4597.52239,-23.139286
right,3639.615296,4598.024136,-22.6497993
right,3639.613955,4598.5233499999995,-22.2096748
right,3639.615691,4599.024632,-21.8011703
right,3639.614556,4599.524539,-21.4350243
right,3639.6150479999997,4600.021691,-21.1221504
right,3639.6140379999997,4600.52228,-20.8371887
right,3639.613902,4601.023348,-20.5937653
right,3639.616329,4601.523356,-20.3773155
right,3639.612832,4602.022250999999,-20.1960945
right,3639.613453,4602.522444,-20.0496826
right,3639.6128089999997,4603.02295,-19.9671974
right,3639.6133489999997,4603.52138,-19.8881454
right,3639.6173289999997,4604.023478,-19.8361549
right,3639.613633,4604.524721,-19.8140106
right,3639.613719,4605.023354999999,-19.8231506
right,3639.6135219999996,4605.522515,-19.8708725
right,3639.613289,4606.02163,-19.9681206
right,3639.612918,4606.525039,-20.0679741
right,3639.614675,4607.022879,-20.2031746
right,3639.617437,4607.524668999999,-20.3704987
right,3639.6147039999996,4608.023908,-20.568821
right,3639.6131729999997,4608.522293,-20.7887993
right,3639.612846,4609.023537,-21.0453186
right,3639.614021,4609.522306,-21.3721962
right,3639.616086,4610.02318,-21.6948586
right,3639.6130479999997,4610.523227,-22.0547523
right,3639.6131229999996,4611.024365,-22.4573784
right,3639.614049,4611.524805999999,-22.9150658
right,3639.614545,4612.023317,-23.4507027
right,3640.1154779999997,4597.021725,-22.9382668
right,3640.11462,4597.521675,-22.3700409
right,3640.11221,4598.021272999999,-21.8526688
right,3640.113981,4598.522049,-21.3876801
right,3640.114991,4599.023138,-20.9665413
right,3640.113282,4599.523951,-20.5798569
right,3640.114943,4600.021525,-20.2818336
right,3640.1140339999997,4600.523091,-19.9804077
right,3640.1151219999997,4601.02298,-19.7221756
right,3640.113953,4601.52332,-19.5015869
right,3640.1138109999997,4602.02355,-19.3135529
right,3640.115296,4602.522515,-19.163826
right,3640.1140339999997,4603.022806999999,-19.1116562
right,3640.113454,4603.522088,-19.0157089
right,3640.1152859999997,4604.023701,-18.9553299
right,3640.113538,4604.524323,-18.9266014
right,3640.115481,4605.022115,-18.9392281
right,3640.11294,4605.5230759999995,-18.980854
right,3640.112527,4606.023969,-19.0893936
right,3640.1137679999997,4606.522792,-19.1786156
right,3640.115656,4607.023224,-19.2964783
right,3640.112675,4607.5243,-19.4479828
right,3640.1144569999997,4608.023759,-19.63097
right,3640.1150989999996,4608.523677,-19.8573227
right,3640.11471,4609.024839,-20.1114769
right,3640.11536,4609.524495,-20.431427
right,3640.115797,4610.023152,-20.7438927
right,3640.114103,4610.5219879999995,-21.096302
right,3640.115043,4611.023462,-21.5127716
right,3640.114372,4611.523501,-21.9681206
right,3640.114615,4612.021248,-22.4570084
right,3640.615499,4597.021613,-22.1443176
right,3640.6125669999997,4597.520413,-21.5600929
right,3640.614834,4598.022905,-21.0320587
right,3640.617608,4598.523870999999,-20.5584412
right,3640.615034,4599.022972,-20.1353951
right,3640.61555,4599.523731,-19.7511406
right,3640.615657,4600.023333,-19.4637451
right,3640.6130169999997,4600.52272,-19.160511
right,3640.6139319999997,4601.023015,-18.9072075
right,3640.614674,4601.520938,-18.6877365
right,3640.615966,4602.021438,-18.5021172
right,3640.6132979999998,4602.523733999999,-18.3594818
right,3640.6153259999996,4603.02265,-18.2925491
right,3640.61464,4603.523169,-18.2022018
right,3640.612627,4604.0243,-18.1415405
right,3640.6145619999998,4604.524175,-18.1161499
right,3640.615309,4605.024167,-18.121273
right,3640.613718,4605.52302,-18.1608925
right,3640.613274,4606.022366,-18.2577019
right,3640.6146369999997,4606.521639,-18.3419571
right,3640.613153,4607.022967,-18.4618149
right,3640.614252,4607.5230599999995,-18.60989
right,3640.615108,4608.024041,-18.799324
right,3640.613305,4608.52323,-19.0161858
right,3640.6148759999996,4609.022538,-19.2779465
right,3640.615813,4609.520816,-19.5612564
right,3640.6141279999997,4610.022358,-19.878624
right,3640.6144219999996,4610.523521,-20.2487373
right,3640.6149779999996,4611.022454,-20.6582336
right,3640.6129859999996,4611.523144,-21.1126099
right,3640.613337,4612.023845,-21.5789642
right,3641.115598,4597.022111,-21.3394814
right,3641.1133919999997,4597.524237,-20.7505684
right,3641.113567,4598.025221,-20.2355766
right,3641.1143119999997,4598.52197,-19.7779732
right,3641.114866,4599.024009,-19.3626709
right,3641.114552,4599.524862,-18.9956284
right,3641.113523,4600.022797,-18.6984177
right,3641.113824,4600.521928,-18.4118919
right,3641.113429,4601.023687,-18.1588097
right,3641.114276,4601.52351,-17.9554672
right,3641.113362,4602.023913,-17.782402
right,3641.113992,4602.520305999999,-17.6461487
right,3641.113254,4603.023369,-17.5533028
right,3641.1150519999997,4603.524383,-17.4667778
right,3641.115796,4604.023644,-17.4065399
right,3641.11454,4604.523579,-17.3860703
right,3641.1140459999997,4605.023249,-17.392395
right,3641.1156069999997,4605.522876,-17.4390411
right,3641.111947,4606.020667,-17.5070381
right,3641.115061,4606.523636,-17.5896416
right,3641.112478,4607.021358,-17.7161217
right,3641.1141979999998,4607.524707,-17.8733902
right,3641.113785,4608.021527,-18.0630722
right,3641.114795,4608.522336999999,-18.2896652
right,3641.113903,4609.0228959999995,-18.5536308
right,3641.114357,4609.523685,-18.8158951
right,3641.112552,4610.021272999999,-19.1398697
right,3641.1138269999997,4610.523415,-19.5088577
right,3641.1127149999998,4611.022139,-19.9160423
right,3641.115692,4611.5238229999995,-20.364872
right,3641.1159119999998,4612.022024,-20.8317909
right,3641.6150319999997,4597.0228959999995,-20.6090279
right,3641.6133969999996,4597.5224259999995,-20.0396194
right,3641.6151179999997,4598.02283,-19.5482979
right,3641.6153759999997,4598.524082,-19.1062965
right,3641.6151649999997,4599.023964,-18.7132492
right,3641.61485,4599.524603,-18.3583832
right,3641.6132199999997,4600.022672,-18.0462723
right,3641.6135329999997,4600.522207999999,-17.7676468
right,3641.6151029999996,4601.021452,-17.5289841
right,3641.6135249999998,4601.524603,-17.3328667
right,3641.6137489999996,4602.023263,-17.1626472
right,3641.6139439999997,4602.523064,-17.0276642
right,3641.614956,4603.021357,-16.9039726
right,3641.614024,4603.523196,-16.8225594
right,3641.614724,4604.024375999999,-16.7751198
right,3641.61456,4604.522438,-16.7479057
right,3641.6156429999996,4605.02473,-16.7455559
right,3641.611742,4605.524353,-16.7925758
right,3641.6143859999997,4606.021149,-16.8449707
right,3641.613184,4606.5232909999995,-16.9402122
right,3641.6132239999997,4607.022162,-17.0694847
right,3641.6135639999998,4607.524241,-17.2197571
right,3641.615328,4608.02277,-17.4119911
right,3641.6135219999996,4608.52394,-17.6335869
right,3641.614232,4609.025197999999,-17.8927917
right,3641.6146249999997,4609.522589,-18.1597481
right,3641.614538,4610.022984,-18.485939
right,3641.6123989999996,4610.521627,-18.8446388
right,3641.614323,4611.022825999999,-19.2377777
right,3641.614659,4611.523518,-19.6701126
right,3641.6151259999997,4612.020732999999,-20.1644478
right,3642.111696,4597.0210529999995,-19.9893761
right,3642.1152119999997,4597.5233769999995,-19.440815
right,3642.113567,4598.021538,-18.9687233
right,3642.113497,4598.523228,-18.5395813
right,3642.1126759999997,4599.023631999999,-18.1542587
right,3642.1155519999998,4599.522727,-17.8133278
right,3642.114145,4600.02218,-17.4757042
right,3642.114741,4600.5229229999995,-17.2104874
right,3642.11544,4601.021202,-16.9843636
right,3642.112991,4601.521129,-16.7756577
right,3642.113387,4602.023115999999,-16.6069717
right,3642.1123639999996,4602.523739,-16.4588966
right,3642.112537,4603.022495,-16.3334846
right,3642.1137059999996,4603.523217999999,-16.2531853
right,3642.1143349999998,4604.023246,-16.20401
right,3642.116438,4604.523112,-16.1763763
right,3642.114235,4605.022605,-16.1729088
right,3642.1123639999996,4605.523353,-16.2127342
right,3642.111486,4606.021745999999,-16.2656937
right,3642.113859,4606.52296,-16.359314
right,3642.115841,4607.021729,-16.4780731
right,3642.1147269999997,4607.522395999999,-16.6305122
right,3642.113892,4608.023497,-16.8131638
right,3642.1151179999997,4608.523754,-17.0175247
right,3642.113742,4609.020818,-17.2645264
right,3642.115398,4609.525431,-17.5545807
right,3642.112734,4610.0230169999995,-17.8638763
right,3642.11633,4610.524088,-18.2097359
right,3642.115508,4611.024858,-18.5916405
right,3642.1136309999997,4611.522301999999,-19.0059471
right,3642.1143159999997,4612.023206,-19.5229683
right,3642.612777,4597.0223049999995,-19.5132103
right,3642.6143079999997,4597.523982,-18.9808464
right,3642.6136309999997,4598.023361,-18.5004654
right,3642.6145039999997,4598.523977,-18.0819969
right,3642.613016,4599.022161,-17.6942825
right,3642.6148209999997,4599.523869,-17.3243332
right,3642.6128059999996,4600.022430999999,-17.0016937
right,3642.613985,4600.522547,-16.7301216
right,3642.6138419999997,4601.023458,-16.490387
